outcode,postcode,num_meters,total_cons_kwh,mean_cons_kwh,median_cons_kwh,Latitude_Longitude
SA11,All postcodes,16337,169636566.1207636,10383.581203450058,9292.68326601637,"(51.7584785, -3.5920259)"
SA12,All postcodes,14741,138275272.03109866,9380.31829801904,8436.358173609595,"(51.6115552, -3.760388)"
SA13,All postcodes,8844,95511320.31394644,10799.561319984898,9683.626685221405,"(51.6819284, -0.4781264)"
SA14,All postcodes,9415,94831901.59204294,10072.42714732267,8921.626667430639,"(51.8042683, -4.0752539)"
SA15,All postcodes,16064,163052010.6831418,10150.150067426655,8822.299816862716,"(51.8009322, -4.1622653)"
SA16,All postcodes,3713,36823898.896557435,9917.55962740572,8842.560517724785,"(51.695043, -4.290709)"
SA17,All postcodes,2641,25358464.336180147,9601.841853911454,8549.027436941948,"(None, None)"
SA18,All postcodes,9694,113105421.6043079,11667.569796194335,10453.039154544718,"(51.8047614, -4.0321853)"
SA19,All postcodes,1361,16792730.142614663,12338.523249533184,10196.568331437222,"(52.0416835, -3.9326726)"
SA2,All postcodes,15147,181712996.1382603,11996.632741682202,10680.848498385816,"(51.697589, -0.4974639)"
SA20,All postcodes,854,10624037.084771149,12440.324455235535,10338.887400907728,"(52.0868164, -3.8003313)"
SA3,All postcodes,10257,131585916.79930145,12828.889226801348,11187.8601833733,"(51.6057214, -4.1838552)"
SA31,All postcodes,7220,75879841.58342752,10509.673349505196,8857.385420793666,"(51.8618816, -4.3053872)"
SA33,All postcodes,825,8811009.04826961,10680.010967599528,8728.466900962201,"(51.7750193, -4.4635196)"
SA34,All postcodes,785,8496186.067533042,10823.166965010245,9065.922390644217,"(51.9285179, -4.6641011)"
SA4,All postcodes,19234,208137057.88642788,10821.30903017718,9655.953532823194,"(51.7454836, -4.0496996)"
SA42,All postcodes,928,10877113.240631051,11721.027198955877,9733.537192222591,"(52.0229675, -4.8947189)"
SA43,All postcodes,2364,23044957.098052185,9748.289804590602,7872.0235300862205,"(52.0891927, -4.6465814)"
SA48,All postcodes,1283,15659880.124075644,12205.67429779863,10203.48661953642,"(None, None)"
SA5,All postcodes,15745,156387424.06423864,9932.51343691576,8892.965188161828,"(51.6411235, -4.0196347)"
SA6,All postcodes,14673,150231418.28155765,10238.63001987035,9150.918501574535,"(51.7107948, -3.9418686)"
SA61,All postcodes,6503,60893489.01682024,9363.907276152582,7964.926255991255,"(None, None)"
SA62,All postcodes,1821,18396412.578004323,10102.368247119342,8326.653890894719,"(51.7097003, -5.1694424)"
SA64,All postcodes,863,8441318.568915673,9781.365665023954,8458.101364780468,"(52.0105151, -4.986323)"
SA65,All postcodes,1644,17460815.505070973,10620.934005517624,8966.101376640201,"(51.9917994, -4.9717882)"
SA67,All postcodes,1106,11207516.279798647,10133.378191499682,8146.284236878168,"(51.7618126, -4.6348183)"
SA68,All postcodes,863,8417665.437355023,9753.957633088092,8354.327043291845,"(51.7357475, -4.7153885)"
SA69,All postcodes,1807,20226447.421206135,11193.385401884969,9368.350413268565,"(51.7259098, -4.6835225)"
SA7,All postcodes,6527,67322877.66486193,10314.520861783658,9246.786208095116,"(51.6883314, -3.8768344)"
SA70,All postcodes,3600,37869681.30472002,10519.355917977784,8525.307592030611,"(51.6714169, -4.6981362)"
SA71,All postcodes,3794,35553251.269709386,9370.914936665626,8124.541045709623,"(51.6741922, -4.9093539)"
SA72,All postcodes,4313,39655035.61256294,9194.304570499176,7869.058549471893,"(51.6939597, -4.9294731)"
SA73,All postcodes,8329,73094311.08152981,8775.88078779323,7450.007956029969,"(51.7056714, -4.9685528)"
SA8,All postcodes,5458,62682621.72830742,11484.540441243573,10277.611134886602,"(51.7430321, -3.8173501)"
SA9,All postcodes,4600,52394249.86410404,11390.054318283486,10134.303738543946,"(51.8373909, -3.6750123)"
SE1,All postcodes,21964,178321797.85781357,8118.821610718155,6369.87134614671,"(51.4929465, -0.09949069419889522)"
SE10,All postcodes,8978,89500848.13284639,9968.907121056624,8036.129176363452,"(51.47154125, -0.013182361916529339)"
SE11,All postcodes,8092,70624382.67031647,8727.67951931741,7025.3486542719265,"(50.6407735, -2.0195427)"
SE12,All postcodes,11149,128117071.5001668,11491.35092834934,9772.18835194845,"(51.4304206, 0.0211145)"
SE13,All postcodes,15695,165597109.88234892,10550.946790847334,8742.119926690328,"(51.4535109, -0.011979)"
SE14,All postcodes,8713,85715485.50515173,9837.654711942125,7875.5860820113485,"(51.4803811, -0.0461268)"
SE15,All postcodes,22855,208933991.96888065,9141.719184812106,7599.607529181792,"(51.4726965, -0.054035708164234426)"
SE16,All postcodes,13601,109053173.07293086,8018.026106384153,6705.914966006304,"(51.4961468, -0.0520403)"
SE17,All postcodes,9506,74667765.91866365,7854.803904761588,6623.649094676973,"(51.4846267, -0.093683)"
SE18,All postcodes,25243,264630874.50587344,10483.33694512829,9087.1380052339,"(51.4724446, 0.047931)"
SE19,All postcodes,12263,131504394.96497144,10723.672426402303,8776.023437295793,"(51.4171552, -0.0871573)"
SE2,All postcodes,9895,103221941.270771,10431.727263342193,9287.071537639333,"(51.4965154, 0.1083404)"
SE20,All postcodes,9832,93009811.04570147,9459.907551434242,7962.837763725488,"(51.4146579, -0.0583422)"
SE21,All postcodes,6072,93155617.01219004,15341.834158792824,12205.894273117525,"(51.4436387, -0.0974613)"
SE22,All postcodes,12487,145046080.24576235,11615.766817150825,9571.758774529892,"(51.4594339, -0.0772943)"
SE23,All postcodes,14068,159434976.93357125,11333.165832639412,9473.039728928336,"(51.4392092, -0.0536723)"
SE24,All postcodes,7420,92427188.9300142,12456.494464961484,10119.699335692649,"(51.4534198, -0.1011594)"
SE25,All postcodes,14141,155680207.62439668,11009.13709245433,9402.2412214847,"(51.3974681, -0.0661992)"
SE26,All postcodes,12356,131856739.39113824,10671.474537968455,8872.748158738887,"(51.4319721, -0.0605531)"
SE27,All postcodes,8784,100511046.381936,11442.51438774317,9567.271545182106,"(51.4287113, -0.0913324)"
SE28,All postcodes,9507,82155767.7097532,8641.608047728327,7700.935629568346,"(51.4937893, 0.0822776)"
SE3,All postcodes,13092,163696564.44229698,12503.556709616329,10226.39567789791,"(51.481278, 0.0198493)"
SE4,All postcodes,11454,124364201.21680596,10857.70920349275,9212.780426904616,"(51.458708, -0.0437572)"
SE5,All postcodes,15892,148414132.89227673,9338.92102267032,7461.763820170305,"(51.4842375, -0.0853579)"
SE6,All postcodes,20612,241568833.03729197,11719.815303575198,10097.263188960427,"(51.4463915, -0.0218951)"
SE7,All postcodes,8094,86877724.81511521,10733.595850644331,9269.120084240933,"(51.4833979, 0.0467539)"
SE8,All postcodes,8865,78103917.55711174,8810.368590762746,7182.558438682632,"(51.4780491, -0.0265975)"
SE9,All postcodes,25052,302599614.88565904,12078.860565450224,10748.908606110515,"(51.4313455, 0.0331554)"
SG1,All postcodes,20937,220664045.3905329,10539.42997518904,9346.374475666122,"(51.9218908, -0.1816577)"
SG10,All postcodes,608,10468604.070651704,17218.098800413984,14388.971758652267,"(51.8335462, 0.0901931)"
SG11,All postcodes,2394,32728180.263269123,13670.919074047251,11696.48309623718,"(51.8840275, 0.1077939)"
SG12,All postcodes,10643,128816866.39831744,12103.43572285234,10535.694621027562,"(51.7843945, 0.0476481)"
SG13,All postcodes,5942,73594275.51172237,12385.438490697134,10669.342970698604,"(51.7539827, -0.1298578)"
SG14,All postcodes,8039,96113769.61140189,11955.936013360106,10023.125669493977,"(51.8005368, -0.0762767095289438)"
SG15,All postcodes,2607,25146811.380620036,9645.880851791346,8716.675509815532,"(52.0230168, -0.2596702)"
SG16,All postcodes,3065,33021583.584199473,10773.762996476176,9461.502267517131,"(52.0082993, -0.3024673)"
SG17,All postcodes,6381,69558834.05899322,10900.929957529106,9771.846749892817,"(52.0390698, -0.2974302)"
SG18,All postcodes,11534,111705406.92338674,9684.880086993822,8562.003824245097,"(52.0648757, -0.3166308)"
SG19,All postcodes,8585,88617952.39926292,10322.417285878031,9154.16111884148,"(52.157251, -0.1910997)"
SG2,All postcodes,16076,171243786.44505674,10652.13899260119,9794.872308263806,"(51.898769, -0.157759)"
SG3,All postcodes,3007,40980321.2951548,13628.307713719589,11234.47026199101,"(51.8521053, -0.1806908)"
SG4,All postcodes,10554,133786553.62045673,12676.383704799764,10985.19356485856,"(51.85131, -0.299065)"
SG5,All postcodes,14126,163243558.8400615,11556.247971121442,10126.012830853246,"(51.9988029, -0.298155)"
SG6,All postcodes,13746,162118343.7864367,11793.855942560504,10138.253461342783,"(51.967358, -0.236858)"
SG7,All postcodes,4845,54879696.06875058,11327.078651960905,9855.940093502935,"(51.9864501, -0.1961631)"
SG8,All postcodes,10203,119081188.499542,11671.19361947878,10177.296799449909,"(52.0804526, -0.134684)"
SG9,All postcodes,3245,36455468.521781765,11234.350854170036,10096.206789535492,"(51.9471239, 0.0213877)"
SK1,All postcodes,5313,50435160.49565463,9492.783831292045,7849.236387618074,"(53.4082611, -2.1401503)"
SK10,All postcodes,17041,233557926.91512853,13705.64678804815,11503.15731448187,"(53.2735693, -2.1332924)"
SK11,All postcodes,15472,176775012.17815056,11425.479070459576,9807.6080697309,"(53.2746786, -2.2832259)"
SK12,All postcodes,8541,121893027.12630944,14271.51705026454,12419.590607299237,"(53.3579655, -2.0540354)"
SK13,All postcodes,14617,166981610.9271067,11423.794959780167,9988.236973312223,"(53.4444674, -1.9488377)"
SK14,All postcodes,21232,221365319.6906292,10426.022969603862,9149.567622634238,"(53.4618434, -2.0651086)"
SK15,All postcodes,11651,132133620.32254508,11340.968184923617,9968.871519863858,"(51.023134299999995, -3.0765783915022147)"
SK16,All postcodes,8629,85498984.28876098,9908.33054684911,8833.5900855896,"(53.253877, -1.7623717)"
SK17,All postcodes,11800,150045213.05512643,12715.696021620884,10906.146796669713,"(53.2594895, -1.9134469)"
SK2,All postcodes,12579,142086196.1601987,11295.508081739305,10057.141732168202,"(53.4057548, -2.1343893)"
SK22,All postcodes,5309,60546345.52061806,11404.472691772096,9843.536979707009,"(53.3600585, -2.0078888)"
SK23,All postcodes,7601,95456293.33646256,12558.386177669065,10767.845102101635,"(53.3392211, -1.9249029)"
SK3,All postcodes,12037,123519872.18615702,10261.682494488412,9044.714461653495,"(53.4055108, -2.1627635)"
SK4,All postcodes,14088,178292613.33695063,12655.636948960151,11104.494066805437,"(53.4166526, -2.1896465)"
SK5,All postcodes,12463,117425705.27560964,9421.94538037468,8607.364164427157,"(53.4419726, -2.1634786)"
SK6,All postcodes,21962,277095565.60446066,12617.046061581854,11213.399158984012,"(53.4117925, -2.0895968)"
SK7,All postcodes,17502,255414243.56927228,14593.43181175136,12701.607941769213,"(53.3773432, -2.1665727)"
SK8,All postcodes,24218,331923122.3414296,13705.637226089257,12204.017147443485,"(53.3768089, -2.1890868)"
SK9,All postcodes,16686,257352918.77863896,15423.284117142452,12910.290925739017,"(53.3262609, -2.2349722)"
SL0,All postcodes,4309,64304995.27309851,14923.415008841614,12697.373426719963,"(51.507871, -0.5046771)"
SL1,All postcodes,22937,281270324.66571045,12262.733777987987,10561.600175849318,"(52.4868591, -1.9009374)"
SL2,All postcodes,17905,233992041.97079635,13068.530688120432,10992.216926932851,"(51.5591084, -0.6151632)"
SL3,All postcodes,16068,206302191.18488508,12839.319839736438,10995.214259307411,"(51.5204292, -0.5559388)"
SL4,All postcodes,16990,225101710.6156787,13249.070666019936,11135.089770106477,"(51.4554219, -0.5946525)"
SL5,All postcodes,9565,171866807.08159667,17968.30183811779,14664.948196102414,"(51.3894578, -0.627538)"
SL6,All postcodes,30726,420096988.8552925,13672.361806134626,11753.039794581207,"(51.5204058, -0.7221176)"
SL7,All postcodes,8145,119455430.69435915,14666.105671498975,13025.407387424291,"(51.5545677, -0.8092143)"
SL8,All postcodes,2645,42169997.31836898,15943.288211103583,13616.880975931826,"(51.5670353, -0.6956857)"
SL9,All postcodes,8200,170132215.46189523,20747.831153889663,18227.27772282531,"(51.6122133, -0.5558886)"
SM1,All postcodes,14446,167986961.48917457,11628.614252331066,10275.256619661845,"(51.3777549, -0.2000034)"
SM2,All postcodes,10154,151497126.69715813,14919.945508879076,11695.215416923178,"(51.3516232, -0.1838407)"
SM3,All postcodes,7940,106015735.95278196,13352.107802617376,12289.5240146528,"(51.3576895, -0.2175901)"
SM4,All postcodes,13858,159793684.98027706,11530.789795084216,10375.47140836982,"(51.4001784, -0.1963922)"
SM5,All postcodes,14723,176221812.64288715,11969.151167757056,10296.69560431119,"(51.3658699, -0.160368)"
SM6,All postcodes,13308,168621220.36898625,12670.66579268006,10888.012715813262,"(51.3591016, -0.1380431)"
SM7,All postcodes,7162,120580143.98807085,16836.09941190601,15032.218306700945,"(51.308029, -0.1896047)"
SN1,All postcodes,12456,141839019.29205644,11387.204503215837,9802.684926569513,"(51.5517765, -1.7916419)"
SN10,All postcodes,8076,84352574.10730241,10444.84572898742,9049.363806547422,"(51.3335421, -2.0022687)"
SN11,All postcodes,8956,88249359.90053363,9853.65787187736,8641.419146870547,"(57.1390823, -2.1041695)"
SN12,All postcodes,10855,106148353.51576485,9778.752051198971,8616.391867135026,"(51.389028, -2.1709203)"
SN13,All postcodes,6620,77459065.97595376,11700.76525316522,10209.628495059833,"(57.1044648, -2.0827212)"
SN14,All postcodes,8822,95455150.45922674,10820.125873863832,9604.468871070754,"(51.5554096, -2.241574675231644)"
SN15,All postcodes,11235,117206107.06515132,10432.23026837128,9076.893814255658,"(51.542567, -2.053879)"
SN16,All postcodes,2929,31920073.63661362,10897.942518475118,9391.2364477283,"(51.6179549, -1.9899751)"
SN2,All postcodes,17429,166251948.8966665,9538.81168722626,8647.425694006006,"(57.1408502, -2.1020507)"
SN25,All postcodes,16597,164155620.7410134,9890.680288064916,9123.945100158502,"(51.6051991, -1.8286034)"
SN26,All postcodes,1262,14689197.38882478,11639.617582270032,10015.91734991162,"(51.6051692, -1.7816968)"
SN3,All postcodes,22348,228069157.84660977,10205.3498230987,9292.05754626038,"(51.5468906, -1.7719855)"
SN4,All postcodes,10601,122084672.1013033,11516.335449608838,10203.121402326988,"(51.5224383, -1.7861287)"
SN5,All postcodes,13532,137741639.54949182,10178.956514151036,9050.364897739755,"(51.5554992, -1.8350959)"
SN6,All postcodes,8353,97430682.1969042,11664.154459105015,10044.948994403709,"(57.1397916, -2.1035425)"
SN7,All postcodes,4782,53044432.17570518,11092.520321142863,9258.091319538613,"(51.7769094, -1.5227129)"
SN8,All postcodes,5237,71446629.22354162,13642.66359051778,11442.472294800407,"(51.4200453, -1.7302692)"
SN9,All postcodes,12,144259.24257440612,12021.603547867177,7951.667317375944,"(51.3397763, -1.7661595)"
SO1,All postcodes,5,151186.61186582278,30237.322373164556,36261.66712531304,"(51.023134299999995, -3.0765783915022147)"
SO14,All postcodes,6597,67692115.2471964,10261.045209518934,7963.80841047554,"(50.9155091, -1.3969333)"
SO15,All postcodes,14155,153425143.63973653,10838.93632212904,9208.832264381725,"(50.9235318, -1.434425)"
SO16,All postcodes,24178,237060021.6675047,9804.78210222122,8384.904900314854,"(50.9388491, -1.4052607)"
SO17,All postcodes,6227,69530072.465514,11165.902114262728,9042.960727938049,"(50.91534, -1.4027638)"
SO18,All postcodes,13401,129258934.71781117,9645.469346900318,8762.558844904868,"(50.924971, -1.3758828)"
SO19,All postcodes,20364,186301229.4795645,9148.557723412125,8342.943350920557,"(50.89627715, -1.3432406962723138)"
SO20,All postcodes,290,3756368.310098204,12952.99417275243,11360.225585289623,"(51.1438546, -1.5958707)"
SO21,All postcodes,5369,77076470.11703408,14355.833510343467,11652.475435214152,"(51.0302153, -1.338363)"
SO22,All postcodes,11675,138781064.1443497,11887.02904876657,10277.123945533203,"(51.0496669, -1.3575024)"
SO23,All postcodes,9514,109410652.436663,11499.963468221882,9166.37704969915,"(51.064347, -1.3019998)"
SO24,All postcodes,2577,31046181.19211067,12047.412181649464,10426.21086221568,"(51.0698852, -1.0492163)"
SO30,All postcodes,14010,143653176.26169455,10253.617149300111,9173.288363713878,"(50.9236292, -1.3024955)"
SO31,All postcodes,19595,212527920.364116,10846.02808696688,9398.399734607468,"(50.8555843, -1.2680439)"
SO32,All postcodes,8014,89529343.11160095,11171.617558223228,9548.473981863834,"(50.9775698, -1.1274551)"
SO40,All postcodes,16369,167601079.83328053,10238.93211761748,9185.269106102704,"(50.9289824, -1.5716927)"
SO41,All postcodes,14585,174569792.3347126,11969.132144992293,10121.125714827498,"(50.7749978, -1.4823029)"
SO42,All postcodes,1473,24305495.9899892,16500.67616428323,13893.715838361835,"(50.8224477, -1.5947601)"
SO43,All postcodes,1255,18238533.57231704,14532.696073559397,12003.965119585402,"(50.8941717, -1.6215949)"
SO45,All postcodes,14322,145549965.5762893,10162.68437203528,9164.896053835972,"(50.8534865, -1.4147078)"
SO50,All postcodes,20654,194377281.58773893,9411.120440967316,8453.030709930916,"(50.9677625, -1.3044146)"
SO51,All postcodes,9814,105120976.46706831,10711.32835409296,9226.60421471712,"(50.960234, -1.5892345)"
SO52,All postcodes,2946,28973129.737671316,9834.735145170169,9153.04808694862,"(50.9731486, -1.445732)"
SO53,All postcodes,12652,154652812.6604679,12223.58620458962,11087.228681560946,"(51.0002252, -1.3686281)"
SP1,All postcodes,9230,100692865.06099065,10909.30282350928,9307.565321789369,"(51.7465117, 0.489249)"
SP10,All postcodes,16329,163646334.55222633,10021.822190717518,8921.51906732839,"(51.2115949, -1.4921996)"
SP11,All postcodes,8459,72641696.52960615,8587.504022887593,7135.438058830286,"(51.1767552, -1.4174536)"
SP2,All postcodes,12481,123041478.75798188,9858.302921078588,8532.51082114435,"(51.7490118, 0.4525561)"
SP4,All postcodes,12842,125550050.7572385,9776.51851403508,8494.99225932725,"(52.4782202, -1.9008129)"
SP5,All postcodes,4260,55947266.44430923,13133.161137161793,11464.388960853708,"(52.4782563, -1.9012296)"
SP6,All postcodes,4019,45064889.22012751,11212.960741509703,10145.808979178904,"(50.9337639, -1.7512223)"
SP7,All postcodes,4378,46813813.18687723,10692.967836198546,8788.723105115077,"(51.0306125, -2.2179814)"
SP8,All postcodes,4801,47398090.75001889,9872.54545928325,8851.418596568517,"(51.0355937, -2.2763352)"
SP9,All postcodes,3027,28311568.747385632,9353.012470229807,7903.581245458559,"(51.2063317, -1.6663785)"
SR1,All postcodes,1687,19703078.340209287,11679.358826442967,8391.081786153287,"(54.9075809, -1.3811041)"
SR2,All postcodes,14459,175453749.67798468,12134.570141640825,10482.700247526163,"(54.9013384, -1.3857454)"
SR3,All postcodes,17222,199575751.184975,11588.418951630185,10618.431951156965,"(54.8739321, -1.4277909)"
SR4,All postcodes,18456,210204132.5579329,11389.474022428094,10237.836965588109,"(54.8969986, -1.4484328)"
SR5,All postcodes,15912,165313125.89734653,10389.211029245003,9496.041060772375,"(54.9194388, -1.3962161)"
SR6,All postcodes,13351,174758237.76052448,13089.524212457827,11622.40233057998,"(54.9307159, -1.3748632)"
SR7,All postcodes,14125,154048065.99250728,10906.057769381046,9930.564782414423,"(54.8320601, -1.3381258)"
SR8,All postcodes,16674,178920387.75857222,10730.501844702663,9897.102026957788,"(54.7604311, -1.3355656)"
SS0,All postcodes,17205,207961012.3353997,12087.242797756446,10177.941631945174,"(51.5502298, 0.673119)"
SS1,All postcodes,10549,141769007.76182085,13439.094488749726,11389.863021910203,"(53.3780986, -1.4647435)"
SS11,All postcodes,7428,87145477.39714615,11732.024420725114,10643.027705341658,"(51.6148944, 0.5195727)"
SS12,All postcodes,7316,79758986.45305823,10901.993774338194,9972.124808921044,"(51.6051201, 0.5168626)"
SS13,All postcodes,8152,78947738.25130878,9684.462494027084,8413.511974342422,"(51.5628385, 0.5033319)"
SS14,All postcodes,11004,100144298.4539278,9100.717780255163,8222.18225779056,"(51.5682856, 0.4903739)"
SS15,All postcodes,13061,122506760.59446278,9379.58506963194,8423.503082259353,"(51.5866245, 0.445222)"
SS16,All postcodes,11175,118004659.25091805,10559.70105153629,9391.641439120473,"(51.5752723, -0.1243853)"
SS17,All postcodes,13244,143659079.25220263,10847.10655785281,9881.205726905704,"(51.528589, 0.4739483)"
SS2,All postcodes,16021,163615591.40911207,10212.570464335064,9083.915315370785,"(53.3777716, -1.4653071)"
SS3,All postcodes,11658,123667858.3263243,10607.982357722103,9378.652998831418,"(53.3775686, -1.4648913)"
SS4,All postcodes,8297,92174620.3252866,11109.391385475064,9978.11947366716,"(51.5824875, 0.7068568)"
SS5,All postcodes,8925,116393495.08981246,13041.287965245094,12038.285925525935,"(51.6174657, 0.6251445)"
SS6,All postcodes,13210,163970125.597518,12412.57574545935,11392.860354285152,"(51.5787232, 0.600549)"
SS7,All postcodes,20361,261819048.816222,12858.850194795048,11884.422863655533,"(51.5596607, 0.5508558)"
SS8,All postcodes,14871,165888053.76315594,11155.137769024002,10060.046558561451,"(51.5203045, 0.5850819)"
SS9,All postcodes,21230,276930921.3362902,13044.320364403682,11833.46821328998,"(51.5726471, 0.6499682)"
ST1,All postcodes,13584,149051847.14699653,10972.603588559816,9505.129493415125,"(53.2331734, -0.7742971746693343)"
ST10,All postcodes,8974,104525759.22787596,11647.62193312636,10502.10289340788,"(52.9147663, -2.0301519)"
ST11,All postcodes,4075,52965837.404559925,12997.751510321454,11640.750120312132,"(52.9390704, -2.0718437)"
ST12,All postcodes,1602,21982839.56817631,13722.122077513304,11879.96296691926,"(52.9420075, -2.1718338)"
ST13,All postcodes,11194,127134778.29163402,11357.403813796143,9981.819764430871,"(53.1154428, -2.0078835)"
ST14,All postcodes,7186,76081649.50334929,10587.482535951753,9399.221355743564,"(52.8654024, -1.8005991)"
ST15,All postcodes,9416,108213309.31773728,11492.49249338756,10168.76560354724,"(52.8911927, -2.199218)"
ST16,All postcodes,14691,148907833.3190962,10135.990287869869,9130.672174152696,"(52.8061989, -2.1118131)"
ST17,All postcodes,16501,186208594.8286305,11284.68546322226,10145.52101508693,"(52.800917, -2.0812464)"
ST18,All postcodes,5111,59705249.75392054,11681.715858720512,10321.58640854242,"(52.8029591, -2.0343114)"
ST19,All postcodes,5962,68617764.38445275,11509.185572702574,10222.67326615054,"(52.7161201, -2.1070205)"
ST2,All postcodes,15134,155181933.58572933,10253.861080066694,9482.308395353317,"(52.779683500000004, -1.9278360759565245)"
ST20,All postcodes,1766,19395238.525216497,10982.58127135702,9904.172947650964,"(52.7856932, -2.254843)"
ST21,All postcodes,1550,19067422.405151203,12301.562842033034,10716.744412396456,"(52.8591527, -2.257639)"
ST3,All postcodes,28656,315406299.315633,11006.640819222255,9856.731657689605,"(52.974497, -2.1515762)"
ST4,All postcodes,25120,283830891.3124543,11299.000450336556,9900.216421959874,"(52.9690652, -2.1910475)"
ST5,All postcodes,34602,392368415.48389006,11339.472154323164,10015.94479855106,"(53.0203436, -2.2836377)"
ST6,All postcodes,28817,303976845.61235726,10548.525023852491,9487.748618185173,"(53.0643368, -2.1679372)"
ST7,All postcodes,24422,280926455.896942,11503.007775650723,10458.086545048194,"(53.1190007, -2.2853597)"
ST8,All postcodes,8044,91938340.255358,11429.430663271754,10474.407213538589,"(53.1210185, -2.1599267)"
ST9,All postcodes,4714,67830581.27129954,14389.177189499267,12798.866059735425,"(53.0946038, -2.079534)"
SW10,All postcodes,7803,85847624.78284271,11001.87425129344,7694.152204537471,"(51.4747176, -0.1813781)"
SW11,All postcodes,27809,294953882.4774893,10606.418155183188,8419.261568963018,"(51.4609251, -0.1659917)"
SW12,All postcodes,13200,156594009.57272878,11863.182543388544,9360.836171139292,"(51.436593, -0.1452091)"
SW13,All postcodes,6264,101718114.38765831,16238.52400824686,12812.596788858173,"(51.4851079, -0.2429777)"
SW14,All postcodes,6986,103389988.76860651,14799.597590696609,12556.824426262228,"(51.4666623, -0.2641779)"
SW15,All postcodes,24040,288048081.28141755,11982.033331173774,9202.61297116418,"(51.4589891, -0.2088475)"
SW16,All postcodes,30427,384786149.3514764,12646.207294556689,10527.040044033416,"(51.434454, -0.1228642)"
SW17,All postcodes,24162,269828083.60706687,11167.45648568276,9079.160708627362,"(51.4269815, -0.1735099)"
SW18,All postcodes,22459,266361921.992945,11859.91905218153,9702.387006580691,"(51.4475146, -0.2077996)"
SW19,All postcodes,30223,388485825.4048864,12853.97959848084,10075.325623274164,"(51.4372422, -0.1973867)"
SW1A,All postcodes,173,2646489.2352984813,15297.625637563477,8902.077151335312,"(51.5068419, -0.1398312)"
SW1E,All postcodes,285,3887132.120608974,13639.060072312188,9879.207505320232,"(51.4996065, -0.1421361)"
SW1H,All postcodes,199,2409172.540180393,12106.39467427333,7845.017934038711,"(51.5004507, -0.1339324)"
SW1P,All postcodes,4408,40278823.20998569,9137.664067601108,6447.261936876665,"(51.4955394, -0.1281565)"
SW1V,All postcodes,7933,70303890.43938537,8862.207290985172,6406.298394428584,"(51.4905666, -0.1445302)"
SW1W,All postcodes,3205,44960494.83899998,14028.235519188762,9018.973113928208,"(51.4940489, -0.1535663)"
SW1X,All postcodes,2854,48536761.30406274,17006.573687478183,13550.440108303635,"(51.5005823, -0.1560951)"
SW1Y,All postcodes,237,3238633.2252541254,13665.119093899264,7509.90869895254,"(51.5073592, -0.1322576)"
SW2,All postcodes,21546,215448813.4707296,9999.480807144231,8126.870925346179,"(51.4594737, -0.112846)"
SW20,All postcodes,11554,160273053.74603754,13871.650834865635,11800.41601601588,"(51.4111154, -0.2271496)"
SW3,All postcodes,9409,138396177.93790683,14708.914649580916,10414.7308895093,"(51.4916732, -0.1721519)"
SW4,All postcodes,16340,175405587.76334953,10734.736093228246,8051.579609316539,"(51.4641749, -0.1313196)"
SW5,All postcodes,6410,67738377.84940705,10567.609648893456,8027.355653467221,"(51.493425, -0.1963822)"
SW6,All postcodes,26324,308588963.70549667,11722.723131191942,9090.909090906804,"(51.4814802, -0.1991474)"
SW7,All postcodes,7550,107254498.7573556,14205.893875146436,10595.569942751335,"(51.5018093, -0.1690945)"
SW8,All postcodes,13434,116124149.20834002,8644.048623517941,6983.871105273923,"(51.4812832, -0.1198231)"
SW9,All postcodes,15554,140578459.62984937,9038.09049954027,7183.912164821168,"(51.467722, -0.1184192)"
SY1,All postcodes,11654,106672559.04779032,9153.300072746724,7746.877312094055,"(52.7069998, -2.7523507)"
SY10,All postcodes,1963,20165003.86480716,10272.543996335791,9022.76284888017,"(52.8118068, -3.3129466)"
SY11,All postcodes,10980,108651937.38558382,9895.440563350074,8561.687527849004,"(52.8565371, -3.0577535)"
SY12,All postcodes,2311,22267156.386783205,9635.290517863785,8325.171400587924,"(52.8942701, -2.8700202)"
SY13,All postcodes,4493,46647182.021860525,10382.190523449928,9032.42953258003,"(52.9657007, -2.7331349)"
SY14,All postcodes,1219,13833961.590024626,11348.61492208747,9362.18802139973,"(53.020696, -2.7605166)"
SY15,All postcodes,191,1671353.3857019944,8750.541286397876,7414.437101431044,"(52.549876, -3.0524543)"
SY16,All postcodes,4847,42713151.59194533,8812.286278511518,7143.572159009956,"(52.5025774, -3.3392805)"
SY17,All postcodes,545,5508950.667908754,10108.16636313533,9121.08251763074,"(52.5601261, -3.5368466)"
SY18,All postcodes,1367,13278051.304746963,9713.278203911455,8298.673743177043,"(52.4492016, -3.5425879)"
SY19,All postcodes,7,28588.122135733396,4084.0174479619136,3610.55117090204,"(52.5316924, -3.6792505)"
SY2,All postcodes,8905,85785794.96234289,9633.4413208695,8502.573719963824,"(52.7038198, -2.7312868)"
SY20,All postcodes,915,8293338.224119774,9063.757621988823,7390.883628177172,"(52.590983, -3.8470398)"
SY21,All postcodes,3053,27788031.02767466,9101.877179061468,7668.188186291527,"(52.6810073, -3.2203393)"
SY22,All postcodes,323,2891905.387376798,8953.26745317894,7878.636803479673,"(52.7182303, -3.3036574)"
SY23,All postcodes,5346,54744388.9914427,10240.252336596091,8025.381471566812,"(52.414255, -4.0862497)"
