outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh,Latitude_Longitude
GU1,162305161.42513168,13652.856782060202,11270.424372238056,"(51.2361202, -0.57585)"
GU10,160263618.39026365,17611.386636292707,14457.975261446783,"(51.1930892, -0.8514015)"
GU11,101585699.7139603,10756.639105671358,9230.06,"(51.2489291, -0.7674323)"
GU12,148955592.08130538,10799.3614211053,9698.548229125274,"(51.251115, -0.7430688)"
GU13,4389186.597293048,14929.20611324166,11794.651037881951,"(None, None)"
GU14,239905553.5606021,11195.368592122924,10060.898549804311,"(51.2753546, -0.7413129)"
GU15,201528185.1378638,15512.907792923086,13306.254146786716,"(51.3310633, -0.7476752)"
GU16,123149427.99166244,12774.836928595689,11669.75372026418,"(51.292478, -0.7339838)"
GU17,56346621.94317109,12656.473931529894,11399.225142965117,"(51.3311007, -0.778732)"
GU18,40348230.48,14752.552277977844,13888.639111191036,"(51.3448991, -0.6713355)"
GU19,30874569.83,12198.565718110312,10720.458791675825,"(51.3568337, -0.6982666)"
GU2,138796682.03423354,12127.27671771372,10687.606469750195,"(51.2437947, -0.6110472)"
GU20,31454381.138798304,17841.39599478066,15500.204817712303,"(51.3732421, -0.6732747)"
GU21,216934018.41871977,12468.188885494556,10835.16312574528,"(51.3255497, -0.559856)"
GU22,187076586.77462935,15474.943070115756,13088.74941915275,"(51.3055085, -0.5440327)"
GU23,40433805.41594891,14936.758557794205,12814.529848053193,"(51.2980421, -0.4964217)"
GU24,100777600.45357405,14846.43495191132,12657.97540200674,"(51.298093, -0.6545457)"
GU25,47232748.142508015,21676.34150642865,18319.69547103092,"(51.3937283, -0.5751085)"
GU26,51097318.86773423,17878.697994308688,15002.488073046294,"(51.1127989, -0.7694351)"
GU27,103768512.25899546,15708.221655918174,12706.450823038816,"(51.0611403, -0.7315249)"
GU28,13292602.804983152,12399.816049424582,9530.875129381804,"(50.9820321, -0.6131459)"
GU29,41720666.146716535,11842.369045335376,9621.53644434658,"(51.0251914, -0.787952)"
GU3,63988209.37613489,14509.798044475032,12236.674424588238,"(51.2574585, -0.6581374)"
GU30,48387889.99307666,12855.443675100069,11213.606995039245,"(51.0366579, -0.8066712)"
GU31,44160801.61260962,11967.696913986349,10332.414457678837,"(51.003493, -0.8307386)"
GU32,33460064.639596067,11186.915626745593,9339.159900161474,"(51.0097257, -0.9394008)"
GU33,32146290.918589942,12812.39175711038,11322.39155688116,"(51.0309958, -0.8770556)"
GU34,151180320.3716925,12549.20896253777,10488.412688385522,"(51.1746365, -0.9190333)"
GU35,103626732.73071472,11062.958549238252,9277.95,"(51.118878, -0.8777482)"
GU4,89954071.84,15082.842360184726,12754.20154240882,"(51.2693087, -0.4974699)"
GU46,75740290.53063571,13106.123988689344,12128.368771918524,"(51.340855, -0.8188588)"
GU47,91393165.58833344,12429.371085044666,11336.529651512252,"(51.3456277, -0.7907168)"
GU5,68181870.65984325,18023.23,14740.049818217722,"(51.2211255, -0.4498197)"
GU51,133241541.51186734,13988.613282085813,12545.022274180204,"(51.2843959, -0.8360157)"
GU52,89987282.21738066,12923.636682088274,11983.231177529426,"(51.2595083, -0.8394665)"
GU6,89194708.90918249,13655.038106121016,11463.375234082734,"(51.1589393, -0.4957745)"
GU7,123956576.19757023,12737.009473650867,10767.356104524131,"(51.1764103, -0.6220523)"
GU8,78839693.58116099,15097.605051926656,12733.759719835609,"(51.1477615, -0.6493346)"
GU9,172674178.1,13395.97968132405,11532.5147704652,"(51.2124323, -0.7931468)"
HA0,210575773.80113143,15017.527727936917,13455.524583122591,"(51.5501504, -0.298414238873129)"
HA1,192380742.0595216,14365.348122724134,12070.257470848645,"(51.5834634, -0.3306532)"
HA2,272324542.1254956,13884.192012108477,12781.124798925344,"(51.5725788, -0.365893)"
HA3,360180901.4459672,15710.586297041227,14342.734965880254,"(51.5819294, -0.311648)"
HA4,264641991.2517048,13360.359009072334,12143.69,"(51.5575644, -0.4076372)"
HA5,295837689.0802289,17092.54039058406,15501.7,"(51.5777217, -0.394678)"
HA6,165843191.43269432,18732.99349742396,15428.268840730409,"(51.6036766, -0.4129495)"
HA7,217594505.6539835,17261.185598443877,15338.34886950319,"(51.6034166, -0.3182052)"
HA8,329928971.7028335,15169.148124268206,13368.618124193865,"(51.616402, -0.26052)"
HA9,215873922.2506473,15271.216910770185,13451.028584561278,"(51.5701051, -0.2999735)"
HD1,110349918.95324996,13647.03425095844,10798.26435567446,"(53.6480707, -1.8118305)"
HD2,154574576.6244422,12808.632468051226,10964.306862559308,"(53.659607, -1.7997952)"
HD3,164554867.1643565,12096.954139848303,10562.70405223899,"(None, None)"
HD4,157651160.38258308,12050.077228661858,10515.692017154166,"(53.6120384, -1.8280381)"
HD5,148633860.85202372,11091.251462728433,9918.539146021025,"(53.6321558, -1.766971)"
HD6,141209074.8060979,11709.849473928012,10187.608027652876,"(53.7002523, -1.7731478)"
HD7,130616787.72078076,12157.184262917048,10611.874215557911,"(53.6225248, -1.8965404)"
HD8,193484613.80261528,13666.097881241363,11931.054349911095,"(53.6143652, -1.71063)"
HD9,197920719.2030635,13447.53,11824.026950896505,"(53.6011889, -1.7958822)"
HG1,196391367.46487,12189.893083289056,10140.595992574516,"(54.0143351, -1.5188959)"
HG2,206974239.38031083,14799.73,12526.206708917178,"(53.9958829, -1.514982)"
HG3,141925673.20223984,13621.81334122659,11189.864605337638,"(53.9797706, -1.5673577)"
HG4,95034882.29243644,11673.612859898838,10017.56449651136,"(54.1359697, -1.5239459)"
HG5,102111146.56266496,12587.665996383746,10900.79060239533,"(54.0134364, -1.4680964)"
HP1,118735741.97262424,11604.353202953893,10262.891809910254,"(51.7609344, -0.49772100807653563)"
HP10,119526919.73402505,15383.129952898977,13458.52191549539,"(51.6047731, -0.6921967)"
HP11,73415590.14608753,12597.047039479672,10500.154862172893,"(51.6297084, -0.7514699)"
HP12,103894236.348241,13395.337332161034,11882.424642070033,"(51.6311669, -0.793419)"
HP13,190874195.95273167,12322.414199659888,10997.712036284584,"(51.6539517, -0.7736766)"
HP14,72181787.93452978,13822.632695237417,12354.46747338066,"(51.677562, -0.7925198)"
HP15,99315098.9,14770.240764248098,13626.372528448956,"(51.6507221, -0.7065954)"
HP16,63390927.88995368,17239.849847689333,14793.83348819602,"(51.7014382, -0.747566)"
HP17,59570524.51882616,14006.706917194018,12076.040251493332,"(51.7708556, -0.9309451)"
HP18,54302706.3,10464.965562441725,8857.342580013012,"(51.79731, -1.00297)"
HP19,97805599.44815212,9944.646613945308,8895.848472401573,"(51.8140115, -0.839651)"
HP2,162681336.91423342,10404.280948723035,9151.416902227566,"(51.812252, -0.4935677)"
HP20,65829783.01481713,10868.38088407085,9222.65,"(51.8165002, -0.8131117)"
HP21,137903171.5864975,10781.265857751348,9774.572683330403,"(51.8030943, -0.8174484)"
HP22,147786099.4837842,12685.502101612376,11071.431392371882,"(51.8837005, -0.8472834)"
HP23,88018869.62338044,13485.34849446613,11782.078106699844,"(51.7927212, -0.6912533)"
HP27,65569851.904991634,13433.692256707976,11767.00578180714,"(51.7393744, -0.8219082)"
HP3,165410575.72964475,12969.30968556098,11197.429146350254,"(51.7414515, -0.4953489)"
HP4,142788484.40458548,15044.619576923978,12795.202674969967,"(51.8118904, -0.5771617)"
HP5,128545781.21828176,13215.357378254525,11383.635835778292,"(51.7175182, -0.6190834)"
HP6,98945626.55271602,17056.649983229792,14801.826374526405,"(51.6938518, -0.6547112)"
HP7,67572123.12229306,15652.565004005804,13693.812506869332,"(51.6625793, -0.6140294)"
HP8,54113460.86304857,20653.992695820063,17686.758784681562,"(51.6334757, -0.5662779)"
HP9,142374501.56945816,20450.230044449607,17457.46285805439,"(51.6099404, -0.6561151)"
HR1,127351696.60892278,10600.27439728007,9042.639477420596,"(55.8516654, -4.2976686)"
HR2,92537791.67,8370.673149938904,7404.637839421325,"(51.9261963, -2.8450942)"
HR3,12050328.770280885,10654.57893039866,8364.21,"(52.0743684, -3.1252553)"
HR4,106540169.87623905,9899.66,8391.296434774977,"(52.0565381, -2.7202425)"
HR5,12759976.32949641,10749.769443552155,9041.650345998023,"(52.1704963, -3.0197796)"
HR6,56284852.03277957,9891.889636692367,8315.13,"(52.3153771, -2.8568474)"
HR7,19508766.27734929,9764.147285960604,8159.839681578801,"(52.1732364, -2.4988724)"
HR8,45479473.767357714,10120.043116902028,8941.180950423186,"(52.099503, -2.52813)"
HR9,54286256.08476128,10233.03601974765,8861.659208536657,"(51.9258159, -2.4959994)"
HS1,18494512.48,11034.911982416168,8986.795607211561,"(53.5765882, -0.3391042986184484)"
HU1,13696628.031623036,9625.177815617031,6196.586326099711,"(53.7455463, -0.3382457)"
HU10,118090157.0791356,13166.479772453516,11748.007489918757,"(53.7636223, -0.4559476)"
HU11,45674628.16433943,11580.788074122574,10406.664106011354,"(53.9029005, -0.2296304)"
HU12,111404015.91298407,11114.837465128612,9911.537353561287,"(53.7744892, -0.1664259)"
HU13,84607937.80792889,11575.85686248856,9957.55,"(53.7196223, -0.4537897)"
HU14,60737966.44363666,16375.83349787993,14222.640996096156,"(53.7259044, -0.5294289)"
HU15,122360863.83755922,12249.560900746745,10611.716599449514,"(53.7330073, -0.547486)"
HU16,91571390.62105432,11973.246681623212,10556.702515842073,"(53.7861133, -0.4257146)"
HU17,221684425.4,11275.338255568486,9955.55,"(53.8350461, -0.4348944)"
HU18,47363330.255708136,11879.44074635268,10414.666154535884,"(None, None)"
HU19,31893579.65406869,10560.787964923406,9089.578447233898,"(53.7051962, 0.0403373)"
HU2,16859801.764573246,9397.882811913738,7477.635486805812,"(53.7476374, -0.3448331)"
HU3,131288877.80070987,10165.611908688335,8275.118430316737,"(53.7384836, -0.3651874)"
HU4,105786174.60255332,10107.603153311038,9183.85,"(53.7307042, -0.4135814)"
HU5,245972362.8840082,11077.84015871051,9326.387555212264,"(53.7500875, -0.4000325)"
HU6,142837409.3459856,10363.303297249193,9144.340951281967,"(53.7881939, -0.3621682)"
HU7,181238120.3711499,9069.161347635603,8313.628288838252,"(53.7808815, -0.3052435)"
HU8,149500717.07081822,9799.47,8857.267460468262,"(53.7645737, -0.31953)"
HU9,172932712.74548233,9268.058992737142,8424.156584084223,"(53.7675632, -0.2739711)"
HX1,119882750.68685453,13752.75331958868,11503.94500992107,"(53.7241124, -1.8607597)"
HX2,189413171.0239928,12019.364872389924,10573.963787523604,"(53.7308348, -1.9382158)"
HX3,248888901.52791727,12056.234330939607,10393.16,"(53.7091293, -1.8619948)"
HX4,66297012.70092437,13285.97,11471.506402609675,"(53.6843818, -1.8876954)"
HX5,50264448.96314002,11277.641678963431,9473.425196849515,"(53.6815889, -1.8304951)"
HX6,93373863.18452112,11770.309237932826,9813.51225913938,"(53.7036683, -1.9087288)"
HX7,69834395.42796452,12065.375851410596,10160.60111388554,"(53.75515, -2.0488592)"
IG1,250446044.18384197,13532.503603168638,11717.571361484332,"(51.5737197, 0.053767)"
IG10,174250864.8692178,13148.031756524397,10810.378762900831,"(51.6516179, 0.0763552)"
IG11,183631430.9767646,11112.340755023575,9681.383568624293,"(51.5345005, 0.0879649)"
IG2,124369790.56476852,14290.450484289157,12940.482970158851,"(51.5794509, 0.0953319)"
IG3,159853590.0414705,14593.17053509864,13049.079638958185,"(51.5609901, 0.0996779)"
IG4,49018810.16386358,16787.26,15653.395401170152,"(51.5762447, 0.0481539)"
IG5,87264271.98692526,15280.03361704172,13958.576866588215,"(51.5903158, 0.0493497)"
IG6,137083303.65381694,12607.67990929982,11264.974172983482,"(51.594491, 0.084829)"
IG7,119921696.3163496,14757.777050990597,11680.910669668196,"(51.6074818, 0.0827247)"
IG8,199715696.2987516,14868.649218191753,13011.41983634304,"(51.6047529, 0.0684696)"
IG9,74130016.08556353,14346.819447564065,12484.88844928106,"(51.6190449, 0.0403073)"
IP1,161598705.09560376,10402.903636899946,8915.896645277526,"(52.0571061, 1.1495084)"
IP10,14295732.456249757,13273.660590761148,11462.723623221744,"(53.46994105, -1.1129041236873571)"
IP11,136846542.7984933,10108.327876975423,8838.811080296042,"(51.9659074, 1.3641802)"
IP12,76942857.42745489,11566.87574074788,9746.81896905598,"(52.1490113, 1.5210199)"
IP13,41944737.57204865,11093.556617838838,9233.25,"(52.1207019, 1.3449025)"
IP14,100322056.09266438,8988.63,8083.973210261588,"(52.1919106, 0.9739133)"
IP15,24703531.43820047,12879.83912314936,10259.031318910816,"(52.1484281, 1.6001383)"
IP16,31504419.938864294,9660.969009158018,8193.094334711284,"(52.2079515, 1.5756785)"
IP17,29442637.970468104,10280.250688012606,8666.62,"(52.2053397, 1.4234769)"
IP18,28910936.639652096,11214.482792727733,9279.178814522857,"(52.3276107, 1.6771408)"
IP19,25611389.128071364,9610.277346368242,8454.462467523768,"(52.345666, 1.5043973)"
IP2,111828245.71469332,9010.413803456073,7976.854308281397,"(52.0329886, 1.1500021)"
IP20,22758871.12331514,10017.108769064762,8698.154951997007,"(52.4091786, 1.3423209)"
IP21,4616754.042687642,11018.506068466926,9879.9667631071,"(52.3670552, 1.1463067)"
IP22,48797619.80439986,10178.894410596551,8755.22,"(52.3840586, 1.125622)"
IP23,8765235.564779626,11383.422811402112,9517.063940974627,"(52.29262, 1.1609405)"
IP24,98869542.06244671,9747.564040466008,8688.644395277259,"(52.5346431, 0.8482494)"
IP25,63234497.94,10098.131258224514,8963.449428865526,"(52.6399384, 0.8432953)"
IP26,6514106.723144111,12108.005061606154,10741.422979507322,"(52.5433718, 0.5841516)"
IP27,37546478.58677381,9901.497517609128,8766.731071489912,"(52.3744869, 0.5297445)"
IP28,67697293.69681528,9746.227137462609,8442.371031844756,"(52.3015696, 0.5194537)"
IP3,131276960.0824242,10220.878237497993,9177.186677213504,"(52.0407792, 1.1896447)"
IP30,35471431.46809225,10658.483013248871,9362.39225540316,"(52.1881635, 0.8798033)"
IP31,54876621.08214572,11242.905364094597,9831.913423901173,"(52.2839862, 0.9168731)"
IP32,74928482.99873306,9282.517715403006,8131.025438235666,"(52.2615059, 0.6996416)"
IP33,114869019.27666004,10703.412157720835,9152.4,"(52.238618, 0.7040721)"
IP4,160675245.7291111,11098.656194592188,9902.992321477332,"(53.476588, -1.107634163145815)"
IP5,85250820.8,10876.603827536936,10028.631781278553,"(52.0609934, 1.2719266)"
IP6,41340657.48833245,8965.659832646379,7901.77,"(53.4736353, -1.1056781104877553)"
IP7,47925622.10083235,10767.383082640385,9523.571163991955,"(53.472247800000005, -1.1067942343329054)"
IP8,37029847.78852916,9645.7,8655.607724573694,"(53.47041195, -1.1083464012346809)"
IP9,18960038.72563609,11739.962059217394,10692.869084684098,"(51.9916361, 1.157995)"
IV1,9174838.737755593,15791.46082229878,10282.207606290776,"(57.5050858, -4.2646961)"
IV12,61417207.87099838,12536.68256195109,10806.779389535546,"(57.5827978, -3.8710878)"
IV13,74348.20402270768,4646.76,4129.501156260325,"(57.3840164, -4.0545084)"
IV15,24989299.86633801,12249.656797224516,10512.95912544684,"(57.5870796, -4.4998298)"
IV16,6292912.956520103,13082.979119584414,12008.08881681038,"(57.6761012, -4.3040087)"
IV17,26930734.36426975,11110.038929154189,10132.93238368509,"(57.6948316, -4.2714987)"
IV18,16465894.184837328,10776.108759710294,9456.807920633317,"(57.6884398, -4.1700072)"
IV2,225060941.1718251,11988.544248219525,10381.315634041985,"(57.4729687, -4.1887032)"
IV3,91854444.13535625,10567.7,9115.435825049804,"(57.4088507, -4.3385899)"
IV30,139383141.30188724,11423.9112615267,9930.824598815088,"(57.6439195, -3.3087585)"
IV31,35972614.813742176,12022.932758603669,10381.816179636098,"(57.7167529, -3.2949752)"
IV32,15950821.969189543,12791.35683174783,11238.24969216437,"(57.660241, -3.0837745)"
IV36,56236758.61234464,10816.841433418856,9415.262636273976,"(57.6084205, -3.6259886)"
IV6,10464596.70021682,11411.773936986716,9934.828963570297,"(57.5136463, -4.3931001)"
IV7,16694654.731640918,12449.40695871806,11320.339169694618,"(57.6563192, -4.174364)"
KA1,156102309.6299342,10897.955154281915,9464.316104557414,"(55.5990211, -4.4893159)"
KA10,92117031.03600349,11672.203628484984,9974.840285295248,"(55.5428917, -4.6694177)"
KA11,99044389.42584632,10320.349007590528,9393.238630106289,"(55.6273175, -4.6382046)"
KA12,84494764.13,9672.019703037033,8292.538867364112,"(None, None)"
KA13,80340471.40385291,10504.76875050378,9516.873391999085,"(55.648296, -4.68931)"
KA14,3438958.6849750094,13701.030617430317,12827.98250092609,"(55.7392343, -4.6775205)"
KA15,33046659.240475345,11793.954047278852,10645.10316244781,"(55.7477401, -4.6095168)"
KA16,17428975.497492764,12196.62386108661,10427.365828753034,"(55.6058078, -4.3441314)"
KA17,21947613.61989426,12186.348484116745,10864.84267851955,"(55.6107574, -4.2744429)"
KA18,113534866.9775255,12215.931458739564,11074.571282699417,"(55.4665953, -4.2251872)"
KA19,23983218.287493173,10852.134971716368,9450.300827902109,"(55.353427, -4.6828499)"
KA2,32283818.70598745,12055.197425686129,10453.89474527188,"(55.6135059, -4.5399174)"
KA20,43791600.76868432,10083.26059605902,9039.853440250015,"(55.6486938, -4.7447367)"
KA21,62498296.41719463,10526.91534734624,9364.206985615054,"(55.635276, -4.7936119)"
KA22,51665538.23909944,10142.42996448752,8988.797789590628,"(55.6458005, -4.7991092)"
KA23,32928810.962891024,13970.645296092924,12260.363796538726,"(55.6952666, -4.8562427)"
KA24,30265722.026265256,11799.501764625831,10448.388743731028,"(55.7081914, -4.7217459)"
KA25,35742400.31865508,11035.01090418496,9923.82,"(55.7440854, -4.6825708)"
KA26,32883264.49958875,10266.395410424211,8776.710913583702,"(55.3319887, -4.8238949)"
KA29,10655340.788129264,13138.521317052117,11222.232233134171,"(55.7580289, -4.8520144)"
KA3,197228657.71570185,11472.118294305596,10155.069025238992,"(55.6065723, -4.4775994)"
KA30,63525470.829754844,11750.919502359387,10028.430989779416,"(55.7884093, -4.8651599)"
KA4,27553585.05,11739.91693684363,10432.371284700675,"(55.6325108, -4.4055258)"
KA5,38704178.082516715,12481.192545152117,11314.916508237751,"(55.5148711, -4.3787762)"
KA6,82857659.21,11766.211191156064,10692.260012454451,"(55.4329149, -4.4635557)"
KA7,178828742.01943755,13864.84276782738,11999.57954170072,"(55.4630382, -4.6302943)"
KA8,90181818.34315512,9341.394069106602,7924.137309668914,"(55.4729934, -4.6164038)"
KA9,93325900.0150092,12359.40935174271,10880.860137550875,"(55.5000173, -4.598779)"
